,Розничный Прайс-лист от 04/05/2006,,
,1453,Lovely Силиконовый планшет клейкий,"24,000"
,1454,MONRO Зеркало круглое,"60,000"
,1455,MONRO Зеркало овальное,"60,000"
,1456,MONRO Лешбокс на 5 планшетов,"250,000"
,1457,Вентилятор белый с LED подсветкой Lovely,"65,000"
,1458,Вентилятор красный с LED подсветкой Лавли,"65,000"
,1459,Вентилятор розовый с LED подсветкой Лавли,"65,000"
,1460,Вентилятор синий с LED подсветкой Лавли,"65,000"
,1461,Зажим для саше,"14,000"
,1462,Зеркало лешмейкера Лавли,"80,000"
,1463,Колпачок сменный для клея Лавли,"3,000"
,1464,Магнитный кейс Monroe на 3 пинцета,"120,000"
,1465,Магнитный кейс Monroe на 6 пинцетов,"120,000"
,1466,Многофункцион.инструмент Monroe,"106,000"
,1467,Ножницы Lovely,"130,000"
,1468,Ножницы Lovely,"130,000"
,1469,Ножницы Lovely,"130,000"
,1470,Ножницы   Lovely,"130,000"
,1471,AS COMPANY Охлаждающий гель Ice gel 15 мл,"145,000"
,1472,AS COMPANY Охлаждающий гель ICE GEL CLASSIC 33 мл,"215,000"
,1473,AS COMPANY Охлаждающий гель Ice gel Strong 15 мл,"165,000"
,1474,AS COMPANY Охлаждающий гель для губ Ice gel 15 мл,"115,000"
,1475,"AS COMPANY Охлаждающий крем ICE CREAM LIGHT 15%, 30 г","155,000"
,1476,AS COMPANY Охлаждающий крем ICE CREAM STRONG 30% 30гр,"165,000"
,1477,AS COMPANY Охлаждающийля гель ICE Gel (no lidocaine) 15ml,"165,000"
,1478,AS COMPANY Охлаждающийля гель ICE Gel (NO LIDOCAINE) 33ml,"225,000"
,1479,AS COMPANY Охлаждающийля гель ICE Gel (no lidocaine) 33ml,"215,000"
,1480,AS COMPANY Охлаждающийля гель-крем LTB NUMB 33ml 2в1,"225,000"
,1481,AS COMPANY Охлаждающийля крем ICE BLUE (no lidocaine) 30гр,"230,000"
,1482,Охлаждающийля гель Sustaine 36ml,"320,000"
,1483,Маска  1шт,"1,000"
,1484,Иглы для перманента AS COMPANY0801 RLLT 0.25/1 (1шт),"18,000"
,1485,"Иглы для перманента AS COMPANY1001 RLLT 0,30/1 (1шт)","18,000"
,1486,"Иглы для перманента AS COMPANY1001 RLMT 0,30/1 (1 шт)","18,000"
,1487,Иглы для перманента AS COMPANY1003 RРесницы ЛавлиT 0.30/3 (1шт),"18,000"
,1488,"Иглы для перманента AS COMPANY 1201 RLLT 0,35/1 (1шт)","18,000"
,1489,AS COMPANY BROW PASTE 30g,"69,000"
,1490,AS COMPANY Gel PRO в саше,"4,500"
,1491,AS COMPANY Gel pro в тубе 10мл,"19,000"
,1492,AS COMPANY Антисептическая пудра для фиксации эскиза 10g,"80,000"
,1493,AS COMPANY Вазелин Bubble Gum 150 мл,"75,000"
,1494,AS COMPANY Вазелин Coconut 150 мл,"75,000"
,1495,AS COMPANY Вазелин Mango 150 мл,"75,000"
,1496,AS COMPANY Вазелин Mango-passion fruit 150 мл,"75,000"
,1497,AS COMPANY Вазелин Menthol 150 мл,"75,000"
,1498,AS COMPANY Вазелин Strawberry 150 мл,"75,000"
,1499,AS COMPANY Вазелин VaniРесницы Лавлиa 150 мл,"75,000"
,1500,AS COMPANY жидкое мыло пенка с дозатором 150 мл,"85,000"
,1501," AS COMPANY жидкое мыло-концентрат, 250мл","95,000"
,1502,AS COMPANY Защита на клипкорд ( 50 м),"85,000"
,1503,AS COMPANY Косметический карандаш  (black brown),"38,000"
,1504,AS COMPANY Косметический карандаш  (black),"38,000"
,1505,AS COMPANY Косметический карандаш  (brown haired),"38,000"
,1506,AS COMPANY Косметический карандаш  (red),"38,000"
,1507,AS COMPANY Косметический карандаш  (white),"38,000"
,1508,AS COMPANY Маркер (White),"65,000"
,1509,AS COMPANY Мыло пенка,"85,000"
,1510,AS COMPANY Нить для отрисовки MAPPING STRING (30 м),"70,000"
,1511,AS COMPANY Охлаждающийля крем SKIN RELIEF 30ml,"289,000"
,1512,AS COMPANY Подставка под капсы (Акриловая),"65,000"
,1513,AS COMPANY Противоотечный гель STOP RED 10мл,"95,000"
,1514,AS COMPANY Разбавитель MAGIC WATER 30 мл,"50,000"
,1515,AS COMPANY Ремувер кислотный 15мл,"320,000"
,1516,AS COMPANY Ремувер щелочной набор 3ml,"215,000"
,1517,AS COMPANY Скраб для бровей и губ 25мл,"75,000"
,1518,AS COMPANY Цветовая палитра (Свотчи),"135,000"
,1519,"Блок ""Hurricane"" HP-2(China)","550,000"
,1520,Блок Aurora-2,"460,000"
,1521,Блок MAST CIRCLE P150-6,"615,000"
,1522,Блок MAST HALO - P1216,"540,000"
,1523,Блок MAST P015-T1 ,"790,000"
,1524,Блок MAST P186-T2 ,"449,000"
,1525,Блок MASTLAB Airbot-P320,"650,000"
,1526,Заменитель педали,"55,000"
,1527,Клип-корд DC для пузатого MAST,"138,000"
,1528,Клипкорд RCA,"140,000"
,1529,Клипкорд RCA CORD,"70,000"
,1530,Клипкорд RCA Premium,"89,000"
,1531,Педаль TRIGO со шнуром,"230,000"
,1532,Педаль металлическая черная,"110,000"
,1533,Пигмент для пермнента Blackish Brown,"485,000"
,1534,Пигмент для пермнента Bronzer,"485,000"
,1535,Пигмент для пермнента Brunette,"485,000"
,1536,Пигмент для пермнента Chocolate kiss,"485,000"
,1537,Пигмент для пермнента Dark Forest Brown,"485,000"
,1538,Пигмент для пермнента Dark Fudge,"485,000"
,1539,Пигмент для пермнента Darkest Brown,"485,000"
,1540,Пигмент для пермнента Espresso,"485,000"
,1541,Пигмент для пермнента Forest Brown,"485,000"
,1542,Пигмент для пермнента Fudge,"485,000"
,1543,Пигмент для пермнента Ginger Brown,"485,000"
,1544,Пигмент для пермнента Maard,"485,000"
,1545,Пигмент для пермнента Martini Olive,"485,000"
,1546,NE пигмент для татуажа #101 Русый теплый (10мл),"355,000"
,1547,NE пигмент для татуажа #101 Русый теплый (15мл),"295,000"
,1548,NE пигмент для татуажа #101 Русый теплый (5мл),"225,000"
,1549,NE пигмент для татуажа #101 Русый теплый (7мл),"195,000"
,1550,NE пигмент для татуажа #102 Русый холодный (10мл),"355,000"
,1551,NE пигмент для татуажа #102 Русый холодный (15мл),"295,000"
,1552,NE пигмент для татуажа #102 Русый холодный (5мл),"225,000"
,1553,NE пигмент для татуажа #102 Русый холодный (7мл),"195,000"
,1554,NE пигмент для татуажа #103 Каштан (10мл),"355,000"
,1555,NE пигмент для татуажа #103 Каштан (15мл),"295,000"
,1556,NE пигмент для татуажа #103 Каштан (5мл),"225,000"
,1557,NE пигмент для татуажа #103 Каштан (7мл),"195,000"
,1558,NE пигмент для татуажа #104 Шатен (10мл),"355,000"
,1559,NE пигмент для татуажа #104 Шатен (15мл),"295,000"
,1560,NE пигмент для татуажа #104 Шатен (5мл),"225,000"
,1561,NE пигмент для татуажа #104 Шатен (7мл),"195,000"
,1562,NE пигмент для татуажа #105 Брюнет (10мл),"355,000"
,1563,NE пигмент для татуажа #105 Брюнет (15мл),"295,000"
,1564,NE пигмент для татуажа #105 Брюнет (5мл),"225,000"
,1565,NE пигмент для татуажа #105 Брюнет (7мл),"195,000"
,1566,NE пигмент для татуажа #106 Брюнет теплый (10мл),"355,000"
,1567,NE пигмент для татуажа #106 Брюнет теплый (15мл),"295,000"
,1568,NE пигмент для татуажа #106 Брюнет теплый (5мл),"225,000"
,1569,NE пигмент для татуажа #106 Брюнет теплый (7мл),"195,000"
,1570,NE пигмент для татуажа #107 Kаштан теплый (15мл),"295,000"
,1571,NE пигмент для татуажа #107 Kаштан теплый (5мл),"225,000"
,1572,NE пигмент для татуажа #107 Kаштан теплый (7мл),"195,000"
,1573,NE пигмент для татуажа  #107 Каштан теплый (10мл),"355,000"
,1574,Пигмент Permablend USA Nobel Graffiti,"485,000"
,1575,Пигмент Permablend USA Perfect Brown ,"485,000"
,1576,Пигмент Permablend USA Roxy Brown ,"485,000"
,1577,Пигмент Permablend USA Taupe ,"485,000"
,1578,Пигмент Permablend USA Tina Davies 0 Ash Brown ,"460,000"
,1579,Пигмент Permablend USA Tina Davies 1 Grey ,"485,000"
,1580,Пигмент Permablend USA Tina Davies 5 Bold Brown ,"460,000"
,1581,Пигмент Permablend USA Walnut ,"485,000"
,1582,Разбавитель Permablend,"72,000"
,1583,Краска BIOCOLORS Бронза 5мл,"195,000"
,1584,Краска BIOCOLORS Коричневый 5мл,"195,000"
,1585,Краска BIOCOLORS Кофе 5мл,"195,000"
,1586,Краска BIOCOLORS Оливковый 5мл,"195,000"
,1587,Краска BIOCOLORS Охра 5мл,"195,000"
,1588,Краска BIOCOLORS Американо 10мл,"395,000"
,1589,Краска BIOCOLORS Брауни 10мл,"395,000"
,1590,Краска BIOCOLORS Мед 10мл,"395,000"
,1591,Краска BIOCOLORS Молочный шоколад 10мл,"395,000"
,1592,Краска BIOCOLORS Хаки 10мл,"395,000"
,1593,Краска BIOCOLORS Эспрессо 10мл,"395,000"
,1594,Краска BIOCOLORS Блонд 10мл (минерал),"355,000"
,1595,Краска BIOCOLORS Брюнет 10мл (минерал),"355,000"
,1596,Краска BIOCOLORS Каштан 10мл (минерал),"355,000"
,1597,Краска BIOCOLORS Русый 10мл (минерал),"355,000"
,1598,Краска BIOCOLORS Шатен 10мл (минерал),"355,000"
,1599,Пигмент Etalon Mix Clay by Anna Kutsevolova 10ml,"425,000"
,1600,Пигмент Etalon Mix Sand by Anna Kutsevolova 10ml,"425,000"
,1601,Пигмент Etalon Mix Soil by Anna Kutsevolova 10ml,"425,000"
,1602,Пигмент Etalon Mix Stone by Anna Kutsevolova 10ml,"425,000"
,1603,Пигмент Etalon Mix Черный 15мл,"478,000"
,1604,Пигмент Etalon Mix Черный 5мл,"238,000"
,1605,Пигмент Etalon Mix №1 Лесной орех 15мл/универс,"478,000"
,1606,Пигмент Etalon Mix №1 Лесной орех 5мл/универс,"238,000"
,1607,Пигмент Etalon Mix №11 Эспрессо 15мл,"478,000"
,1608,Пигмент Etalon Mix №11 Эспрессо 5мл,"238,000"
,1609,Пигмент Etalon Mix №2 Мол.шоколад 15мл/база,"478,000"
,1610,Пигмент Etalon Mix №2 Мол.шоколад 5мл/база,"238,000"
,1611,Пигмент Etalon Mix №3 Коньяк 15мл/теплый брюнет,"478,000"
,1612,Пигмент Etalon Mix №3 Коньяк 5мл/теплый брюнет,"238,000"
,1613,Пигмент Etalon Mix №4 Русый 15мл,"478,000"
,1614,Пигмент Etalon Mix №4 Русый 5мл,"238,000"
,1615,Пигмент Etalon Mix №5 Гор.шок. 15мл,"478,000"
,1616,Пигмент Etalon Mix №5 Гор.шок. 5мл,"238,000"
,1617,Пигмент FACE Basic Горчица (корректор) 6мл,"190,000"
,1618,Пигмент FACE Basic КиБроу Хеннаичный (корректор) 12мл,"305,000"
,1619,Пигмент FACE Basic КиБроу Хеннаичный (корректор) 6мл,"190,000"
,1620,Пигмент FACE Basic КОРИЦА 12мл,"305,000"
,1621,Пигмент FACE Basic КОРИЦА 6мл,"190,000"
,1622,Пигмент FACE Basic КОСМОС 12мл,"305,000"
,1623,Пигмент FACE Basic КОСМОС 6мл,"190,000"
,1624,Пигмент FACE Basic МОККО 12мл,"305,000"
,1625,Пигмент FACE Basic МОККО 6мл,"190,000"
,1626,Пигмент FACE Basic Олива (корректор) 6мл,"190,000"
,1627,Пигмент FACE Basic ОРЕХ 12мл,"305,000"
,1628,Пигмент FACE Basic ОРЕХ 6мл,"190,000"
,1629,Пигмент FACE Basic ПЕСОЧНЫЙ 12мл,"305,000"
,1630,Пигмент FACE Basic ПЕСОЧНЫЙ 6мл,"190,000"
,1631,Пигмент FACE Basic УГОЛЬ 12мл,"305,000"
,1632,Пигмент FACE Basic УГОЛЬ 6мл,"190,000"
,1633,Пигмент FACE Basic ЭСПРЕССО 12мл,"305,000"
,1634,Пигмент FACE Basic ЭСПРЕССО 6мл,"190,000"
,1635,IC FACTORY Валики ULTRA SOFT L,"30,000"
,1636,IC FACTORY Валики ULTRA SOFT M,"30,000"
,1637,IC FACTORY Валики ULTRA SOFT M1,"30,000"
,1638,IC FACTORY Валики ULTRA SOFT M2,"30,000"
,1639,IC FACTORY Валики ULTRA SOFT S,"30,000"
,1640,"IC FACTORY Валики набор ULTRA SOFT 3 пары (S,M,L)","75,000"
,1641,"IC FACTORY Валики набор ULTRA SOFT 5 пар (S,M,M1,M2,L)","125,000"
,1642,Sexy Валики ULTRA SOFT L,"30,000"
,1643,Sexy Валики ULTRA SOFT M,"30,000"
,1644,Sexy Валики набор ULTRA SOFT 3 пары ,"60,000"
,1645,Sexy Валики набор ULTRA SOFT 5 пар ,"95,000"
,1646,"Валики Perfect Line ""L""","60,000"
,1647,"Валики Perfect Line ""L"" омбре","75,000"
,1648,"Валики Perfect Line ""M"" омбре","75,000"
,1649,"Валики Perfect Line ""S""","60,000"
,1650,"Валики Perfect Line ""XL""","60,000"
,1651,"Валики Perfect Line ""XL"" омбре","75,000"
,1652,Ленточки PL,"60,000"
,1653,Набор валиков PL ,"340,000"
,1654,Набор валиков PL ,"340,000"
,1655,Набор валиков PL ,"390,000"
,1656,KATYA VINOG Котики - Валики для нижних ресниц. Бежевые,"95,000"
,1657,KATYA VINOG Котики - Валики для нижних ресниц. Голубые,"95,000"
,1658,KATYA VINOG Котики - Валики для нижних ресниц. Розовые,"95,000"
,1659,KATYA VINOG стрелки #2 для самолами,"105,000"
,1660,KATYA VINOG стрелки #2.5 для самолами,"105,000"
,1661,KATYA VINOG стрелки #3 для самолами,"105,000"
,1662,А- Валики липкие KATYA VINOG Нижние,"115,000"
,1663,В- Валики липкие KATYA VINOG Нижние,"115,000"
,1664,Валики KATYA VINOG #1,"65,000"
,1665,"Валики KATYA VINOG #1,5 лиловые NE (нечаева)W","65,000"
,1666,"Валики KATYA VINOG #1,5 небесно-голубые NE (нечаева)W","65,000"
,1667,Валики KATYA VINOG #2 лиловые,"65,000"
,1668,Валики KATYA VINOG #2 небесно-голубые,"65,000"
,1669,Валики KATYA VINOG #2 тиффани,"65,000"
,1670,"Валики KATYA VINOG #2,5 лиловые","65,000"
,1671,"Валики KATYA VINOG #2,5 небесно-голубые","65,000"
,1672,Валики KATYA VINOG #2.5 тиффани,"65,000"
,1673,Валики KATYA VINOG #3 лиловые,"65,000"
,1674,Валики KATYA VINOG #3 небесно-голубые,"65,000"
,1675,"Валики KATYA VINOG #3,5 лиловые","65,000"
,1676,"Валики KATYA VINOG #3,5 небесно-голубые","65,000"
,1677,"Валики KATYA VINOG #3,5 тиффани","65,000"
,1678,Валики KATYA VINOG #4 лиловые,"65,000"
